Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3
565,-0.26430794426923077,-0.0508073978846154,0.3147417364423077,-0.9580321908269233,3,3,4,1,K0B
518,-0.38030709786614186,-0.13319637033070858,0.2951868472283464,-0.9199565339291337,3,3,4,1,K0C
664,-0.5639771464123222,-0.670086800369668,-0.26230921802369667,-0.7530715152559244,2,2,3,2,K0A
522,-0.3885775275470085,-0.08607510095726494,0.483296101854701,-0.9362574678376062,3,3,4,1,K0E
586,-0.4355148547788462,-0.4064274707692309,0.3859725532884616,-0.9307542494038461,2,2,4,1,K0G
496,-0.4544855405333334,-0.6438351585000002,0.07151697413333334,-0.4912406848333334,2,2,3,2,K1E
715,-0.34958698430000024,-0.6569085468666667,-0.015444384983333335,-0.15816962208333338,2,2,3,3,K1C
547,-0.10771330703125001,-0.09370365856250003,-0.013174505093749917,-0.013289113625000022,3,3,3,3,K1B
598,0.15183202458139536,-0.11444002209302333,0.3565348054186046,0.29416330686046516,3,3,4,4,K1J
613,0.9863511923999999,1.1498109278,-0.08014888258000001,0.45800467185999993,4,4,3,4,K1K
570,1.9970978174666667,0.8656925452333335,-0.0059480234333333755,-0.013764600733333335,5,4,3,3,K1L
505,0.6588407704615383,-1.0816718053076924,0.3150900517692307,-0.4123212596153847,4,1,3,3,K1M
688,1.2711573241612901,-0.24486821835483868,0.1169890622903226,-0.24592471164516122,4,3,3,3,K1A
559,2.1384554407111116,0.2253942660444444,-0.21160804173333328,0.3068159996222223,5,3,2,4,K1N
575,0.6547270077,-0.8756462029799998,-0.4079745838799999,-0.26708205946,4,2,2,3,K1S
567,2.3692045350999993,-0.3104133466333333,-0.5425103896666668,-0.014245186599999985,5,2,2,3,K1R
759,2.206666283,-1.1086093518,-0.26374883120000003,-0.2849704286,5,1,2,3,K1P
554,1.0089446694722222,-0.7442555089444444,-0.37569889775000004,-0.41029882952777774,4,2,2,3,K1Y
715,0.6843041452307692,0.39144602717948707,-0.4690139993846154,0.11904332943589743,4,3,2,3,K1Z
698,0.21616916757575758,-0.6129099301212121,0.10732300530303032,-0.3266805906969697,3,2,3,3,K2A
1018,0.5767588003404255,-0.08485778514893617,-0.15076115851063834,0.2450058684255319,4,3,3,3,K2C
596,-0.3224718443012048,-0.44770562789156604,-0.3365249436385542,0.28213001897590356,3,2,3,4,K2G
621,0.2926913076969697,-0.21948389060606072,0.3106161156969698,0.31103678009090907,3,3,4,3,K2E
676,0.14522359101204818,0.006663494963855479,-0.19152129987951816,0.4962153746385542,3,3,3,4,K1V
841,0.04896442858333333,-0.27455992702083326,0.24500903908333335,-0.14906453679166667,3,3,3,3,K2H
777,0.9619355412380951,0.5585207996666666,0.1559141908333333,0.38309542852380957,4,4,3,3,K2B
903,-0.6617935888860758,-0.7599772973037976,-0.7108147708481016,0.09983849148101263,2,2,2,4,K2J
1413,-0.20386679243243253,0.055239285405405444,-0.6328557270000001,0.8095874588918919,3,3,2,4,K1T
590,0.09405314686666669,-0.4345099989,0.39147455640000006,-0.09036434403333332,3,2,4,3,K1H
728,0.29594461689795926,0.08690368071428574,0.01395414973469385,0.32148213493877553,3,3,3,4,K1G
973,-0.6114144598181818,-0.9096679050909091,-0.658334940909091,0.029249020090909093,2,1,2,3,K1W
1442,-0.249887902,-1.1226959879999998,-0.461309294,0.05949025800000002,3,1,2,3,K1X
599,-0.4167072533939393,-0.26847383870707076,0.5454292980404043,-0.9269787109090912,3,3,4,1,K0H
593,-0.38750653006140356,-0.12739532359649128,0.5585855871052632,-0.8819492939780705,3,3,4,1,K0K
617,-0.3439327350506331,0.046326786012658265,0.8736461409810131,-0.9298012919620252,3,3,4,1,K0L
588,-0.37277948820289863,0.10806613342028985,0.7454294832173916,-1.012234108057971,3,3,4,1,K0J
710,-0.3091936903012049,-0.02014101336144578,1.0838658228433733,-0.986167982240964,3,3,4,1,K0M
856,-0.47936525280952386,-0.7710844400476189,-0.2044393072619048,0.13202525654761907,2,2,3,4,K2K
578,-0.4110602850909091,-0.5488128857272728,-0.20017098769696967,-0.27356208275757576,2,2,3,3,K2L
937,-0.67729306465625,-0.83730768378125,-0.46766290090625007,0.018501635125,2,2,2,3,K2M
683,2.8369483749166666,-0.793107591833333,-0.4484139428333334,-0.29953169175,5,2,2,3,K2P
693,-0.445882928,-1.03210429,-0.15506596849999998,-0.250608381,2,1,3,3,K2R
946,-0.7403764755945946,-1.0248731848918922,-0.36141197610810816,-0.3667377787027027,2,1,2,3,K2S
1232,-0.23232201666666663,-1.1081787167777777,-0.13113914588888884,0.5202678982222222,3,1,2,4,K2T
2397,-0.19726557479999998,-1.165038745,-0.9917662918,0.32833591360000003,3,1,1,4,K2V
835,-1.0434693588461539,-0.831555326,-0.7802681638461538,0.2838451326153847,1,1,2,4,K2W
806,-0.6342618521971832,-0.7939327669295775,-0.8386157303661969,0.1175785162535211,2,2,2,4,K4A
1079,-0.547625567611111,-0.8432820352777779,-0.7293457092222222,-0.09283028300000001,2,2,2,3,K4B
834,-0.6524909661428572,-0.8091809162857144,-0.21296408028571429,-0.6190420491428572,2,1,3,2,K4C
811,-0.19753035590476192,-0.3229856435714285,-0.09471389628571426,-0.6344764964761904,3,3,3,2,K4K
725,-0.6379907475000001,-0.9788293331999999,0.1297621791,-0.5155215362000001,2,1,3,2,K4M
846,-0.7981562555384616,-0.8966348235384614,-0.31021023253846153,-0.542003057,2,1,2,2,K4P
604,-0.6894155806842104,-0.5853760116842105,-0.5457270000526315,-0.6731078711578948,2,2,2,2,K4R
614,0.3309493901923077,0.768045314076923,0.9346956833461537,-0.8593613873846154,4,4,4,2,K6A
495,0.4028541367974684,0.9341975458227848,0.6830118238607595,-0.599460051607595,4,4,4,2,K6H
500,0.4941451587692309,0.9426470883846151,0.8612045339230769,-0.6383833717179487,4,4,4,2,K6J
520,-0.386593308875,0.037394721125,0.42878250412499996,-0.7793826605,3,4,4,2,K6K
492,-0.6353217856666666,-0.2674077813333333,0.26928186500000006,-0.8701174278333333,2,3,4,2,K6T
508,0.1934611771449276,0.25261156455072453,0.7017014669275362,-0.7645458197536229,3,3,4,2,K6V
583,-0.09451202775609753,0.3200993052682927,0.4402487881463415,-0.8235300622926829,3,3,4,1,K7A
699,-0.23958391605882354,-0.3920064143823529,-0.05473091255882352,-0.740758874,3,2,3,2,K7C
548,-0.01795657639999998,-0.17619654456000003,0.60298900524,-0.8855220755600002,3,3,4,1,K7G
617,-0.02151579277142855,-0.22562160637142858,0.8617249730285713,-0.9441855122285716,3,3,4,1,K7H
625,1.178472826471698,0.7514243438301889,-0.22892330507547168,-0.26768790016981137,4,4,3,3,K7K
690,0.7961168112711866,-0.4926771678983052,0.08516334638983053,-0.3655107363559322,4,2,3,3,K7L
625,0.43708842597499975,-0.09001347838749998,0.3680630290125001,-0.40699702691249995,4,3,4,3,K7M
648,-0.24725923492307694,-0.07698116323076921,0.030082075,-0.5671617520769231,3,3,3,2,K7N
865,-0.2994904635172414,-0.5634733762068965,-0.049610993931034464,-0.46330304513793097,3,2,3,3,K7P
528,-0.12387814988888889,0.06693761155555561,0.5252279813611112,-0.8429691902777778,3,3,4,2,K7R
700,-0.05746020324000001,-0.19340965952,0.27485896251999997,-0.8413253898399999,3,3,4,2,K7S
622,0.02496107279310345,0.17816960720689645,0.7555096126896552,-0.9664736874137932,3,3,4,1,K7V
632,-0.00532591784000001,0.15851192933999997,0.35950287331999986,-0.8692678423399997,3,3,4,1,K8A
562,-0.39211332233333335,-0.5735274223333333,0.4853720756666666,-0.8990871703333333,2,2,4,1,K8B
883,0.008646995470588245,-0.6916622465882353,-1.048732017,-0.5920103617647059,3,2,2,2,K8H
633,0.16619403045161296,0.11176164143548382,0.5139734248387096,-0.6843454093225807,3,3,4,2,K8N
595,0.7694499422631579,0.8223364408684211,0.417192368868421,-0.47058128752631584,4,4,4,2,K8P
555,-0.521146176,-0.6484464566666667,0.7926099463333333,-0.7369592286666666,2,2,5,2,K8R
576,0.0757531035263158,0.29044576475438594,0.2615017197719299,-0.6678981798596493,3,4,4,2,K8V
547,0.026174411092592536,-0.14900678529629627,0.836534750685185,-0.793150323574074,3,3,4,2,K9A
638,0.9781746757959183,0.5817233448367348,0.5228306368979592,-0.49510992971428563,4,4,4,2,K9H
615,0.36981512151546386,0.3371967820927836,0.3153038932164948,-0.5269730853402061,4,3,4,2,K9J
821,-0.2780805533333333,-0.6285089800555554,0.33527219366666666,-0.3979116648333333,3,2,4,3,K9K
763,-0.2521352458461539,-0.23563590384615385,0.09279501223076922,-0.4075546746153846,3,3,4,3,K9L
658,0.11866169738461536,0.3419826955,0.8036178534807695,-0.6932287162307695,3,4,4,2,K9V
593,-0.6118849448000001,-0.4990354143750001,-0.02390584805,-0.7600447051750002,2,2,3,2,L0A
561,-0.544156242220339,-0.49576170061016955,0.013867316338983065,-0.7314375678644068,2,2,3,2,L0B
598,-0.6086794667941177,-0.5266189934411765,-0.15949377802941175,-0.7296513082647058,2,2,3,2,L0C
583,-0.34732357784905665,-0.13486348243396223,0.012773741547169806,-0.7654147900377358,3,3,3,2,L0E
602,-0.5568093182916667,-0.5574645156770834,-0.11144473816666665,-0.5889305875937499,2,2,3,2,L0G
1567,-0.5195364160769231,-0.5102582400769231,-0.2950845600769231,0.14211055015384616,2,2,3,3,L0H
2022,-0.8254930882727272,-0.7271129175454545,-0.5352923310000001,-0.16651934236363636,1,2,2,3,L0J
571,-0.34722263220792077,-0.08155721542574253,0.46002634909900997,-0.9187092557920791,3,3,4,1,L0K
633,-0.5080562161470588,-0.4818978263431372,0.116121287127451,-0.706383541480392,2,2,3,2,L0L
616,-0.4128877476867471,-0.3285572699397589,-0.29605818083132535,-0.6725977836867468,2,3,3,2,L0M
597,-0.5503679722941177,-0.5589597404411765,-0.29146769814705886,-0.6383201401470587,2,2,3,2,L0N
607,-0.6873493054871793,-0.7252976609230769,-0.20786566815384616,-0.5139604198717947,2,2,3,2,L0P
779,-0.648798519127119,-0.5778999950508475,-0.057270424550847465,-0.6003838829237288,2,2,3,2,L0R
670,-0.3831902477659575,-0.4742845759893617,0.40560693428723404,-0.7655716547127661,3,2,4,2,L0S
531,-0.08533485021621619,-0.1497801586756757,0.4374128614864866,-0.838596871864865,3,3,4,2,L1A
649,-0.5274712381818182,-0.4366239610454544,0.6417251968181822,-0.6388309498181818,2,2,3,2,L1B
713,-0.3569052322567567,-0.22166108818918923,-0.22275210100000004,-0.48685529683783796,2,3,3,2,L1C
761,-0.5892082746842104,-0.5173912112105264,-0.33604378460526324,-0.37749834052631587,2,2,2,3,L1E
601,0.46841475464000004,0.5016624704533335,0.46182320234666674,-0.43628738764,4,4,4,2,L1G
626,0.19702579375280888,0.5852764161123597,0.011288847808988743,-0.2986636722808988,3,4,3,3,L1H
529,0.31432437977380945,0.8762779026785716,0.038093185500000036,-0.3269657772499999,4,4,3,3,L1J
836,-0.6687235110588234,-0.192601877117647,-0.604529392862745,0.05527255198039214,2,3,2,3,L1K
985,-0.6055686908333332,-0.8026161175000001,-0.6672925766666667,0.883213227,2,2,2,4,L1L
807,-1.0725936454193548,-0.8059545322258063,-0.8969170114193548,0.06511844835483871,1,2,2,4,L1M
595,-0.055923324704545425,-0.2775780607272728,-0.007340228443181826,-0.2597875547045454,3,3,3,3,L1N
868,-0.7695678324347824,-0.49789346130434786,-0.6948515560869566,0.30696991026086956,2,2,2,4,L1P
746,-0.808024525508772,-0.5171706873684212,-0.7029667915964908,0.47267885657894737,2,2,2,4,L1R
642,-0.1859282232465753,-0.018796651849315053,-0.2403675280410959,0.18694361424657535,3,3,2,3,L1S
641,-0.9517014272625002,-0.2805532394625,-0.7974954085249999,1.0806613698249998,1,3,2,5,L1T
714,-0.5128255283333333,-0.35762876785714276,-0.34265637133333327,0.41617859342857133,2,3,2,4,L1V
587,-0.12606611306896554,-0.19366496327586202,-0.021517763655172432,-0.13603078672413793,3,3,3,3,L1W
822,-0.7662070424285715,-0.38404223921428576,-0.6298721425714284,0.8260232551071428,2,2,2,4,L1X
459,-0.18396944171428573,-0.5446891264285714,-0.06023516900000003,-0.476710939,3,2,3,3,L1Y
1443,-0.9018674744761906,-0.4493561195714285,-1.0545024716190476,1.1640306743809525,1,2,1,5,L1Z
584,0.036031606218750026,0.44992815221874993,0.5965915978437498,-0.6613668018125,3,4,4,2,L2A
664,0.4101130617777778,0.5250743215396825,0.5176836031111111,-0.4294340445555555,4,4,4,3,L2E
538,0.3374424468727273,0.7541490275636363,0.26657867343636366,-0.38979711167272724,4,4,4,3,L2G
895,-0.27935986694117654,-0.28464808929411767,0.3287174115294118,-0.3180045839117648,3,3,3,3,L2H
560,-0.032379150642857145,-0.06597060117857141,0.6862198678571431,-0.5934967584285713,3,3,4,2,L2J
547,0.1373486137741936,0.22033272746774193,0.5164039743709677,-0.42692194754838697,3,3,4,2,L2M
595,0.028638199407407416,-0.3079890543148149,0.7593125243888891,-0.5285399606111112,3,3,4,2,L2N
630,0.39524472168,0.6049836634800001,0.0492557358,-0.32690229752,4,4,3,3,L2P
612,0.5714209554782604,0.22435772066666662,0.030445050289855075,-0.43800464165217406,4,3,3,2,L2R
640,0.09943195028124999,0.24757636734374994,0.09147823715625,-0.15843091846875001,3,3,3,3,L2S
564,0.3882840581052631,-0.028574943578947343,0.5118155117894737,-0.16793756936842102,4,3,4,3,L2T
603,0.14691989341935477,0.2855659619354839,0.035459351580645164,-0.40412449054838706,4,4,3,3,L2V
815,-0.19900857200000002,-0.03958496250000002,-0.12690588825,0.24618412799999995,3,3,2,4,L2W
621,0.17719892772727275,0.6363073352727273,0.3835962589393941,-0.628432083878788,4,4,4,2,L3B
618,0.014699898627450974,0.06885312382352943,0.47742301676470583,-0.5333855340588234,3,3,4,2,L3C
560,0.07262234116216222,0.4039477402162161,0.7436111953783784,-0.8599663736486487,3,4,4,1,L3K
700,-0.34781400407692303,-0.6277664169487179,0.19230588938461535,-0.5926183768205129,2,2,3,2,L3M
1165,-0.6443635226800001,-0.5710002940266665,0.11377430933333334,0.6688071117733334,2,2,3,4,L3P
938,-0.636131159695122,-0.12577266059756098,0.2617538418780488,1.5338618072439023,2,3,4,5,L3R
1012,-1.005973941781818,0.4804789745636363,-0.08463018949090909,2.075092791454546,1,4,3,5,L3S
760,-0.30957806473529415,-0.6867208091911765,0.2218883163382352,0.8088492636029412,2,2,4,4,L3T
529,0.24982781530681814,0.40016487113636356,0.5312686536477271,-0.6792482409999999,4,4,4,2,L3V
1393,-0.615571394,-0.42923069364516137,-0.9719051337096772,0.47138320545161305,2,2,1,4,L3X
792,-0.06887596665116286,-0.22705853824418612,-0.20705781504651166,-0.15382360753488375,3,3,3,3,L3Y
956,-0.3369338821428572,-0.11919016011428574,-0.38682379368571446,-0.1888658138285714,3,3,2,3,L3Z
1045,-0.4056792064090908,-0.7577727766363634,-0.02163061486363638,-0.15899616890909093,2,2,3,3,L4A
679,-0.6509534801636362,-0.6282400807272726,0.0017245667090909093,1.5742519115636366,2,2,3,5,L4B
711,-0.051780498578124966,-0.337032462140625,-0.01869388774999998,1.0070835138749998,3,2,3,5,L4C
2616,-0.72280401985,-0.68589868765,-0.7016494935999998,0.9602303380500002,2,2,2,4,L4E
900,-0.22429748177777775,-0.5802693725714286,-0.3801349577777778,-0.010999631349206342,3,2,2,3,L4G
1369,-1.1743330431509438,-0.34868906654716986,-0.6660732266792453,0.5876491524905659,1,3,2,4,L4H
814,-0.7067919258762889,-0.7967034244123709,-0.27509273024742265,0.5680513057113401,2,2,3,4,L4J
1192,-0.6203527130666665,-0.3440888842666667,0.02900346320000007,0.5757461412666667,2,3,3,4,L4K
1118,-0.7448766504494383,-0.377867643483146,0.35411271967415736,-0.007512460943820247,2,3,4,3,L4L
634,0.21214049247524747,0.018857026574257457,-0.2760428876435643,-0.39917724501980206,3,3,2,3,L4M
607,-0.08795683596610165,-0.028811918689265525,-0.501646827344633,-0.19934894266101688,3,3,2,3,L4N
779,-0.26015828231707316,0.06531713304878052,-0.46336291565853666,-0.5147589440731708,3,3,2,2,L4P
517,0.15863098069767434,0.4073283659302327,0.6336813006976745,-0.7201732002790698,4,4,4,2,L4R
1636,-0.6795401463913044,-0.6249421864347826,-0.3727872724782609,1.4276781837391304,2,2,2,5,L4S
620,-0.19794187196774196,0.915473120032258,-0.20510781250000004,2.241303369919355,3,5,3,5,L4T
890,0.339627558,1.536057834,-0.5700702835,2.8921612359999997,4,5,2,5,L4V
658,-0.2771963354722222,-0.2761035118055555,0.5319374337777778,0.3050159738611111,3,3,4,4,L4W
822,0.11020959750000002,0.3614346009583333,-0.20487742904166661,0.9574387435833334,3,4,3,4,L4X
688,-0.11380263197560977,-0.03595193112195125,0.26025522614634145,0.28625591897560976,3,3,3,4,L4Y
871,-0.40569381193181825,-0.14278293590909083,-0.1923538025454546,1.1130964274545454,2,3,2,5,L4Z
827,0.08367376728813564,0.14475966884745756,0.011549817440677962,0.7495050442033898,3,3,3,4,L5A
1209,0.13282061827777783,-0.027196360518518533,-0.006310440666666672,1.3529112892222221,3,3,3,5,L5B
647,-0.3454483544347826,-0.05026125639130435,-0.08923723097826086,0.9887708986521738,3,3,3,5,L5C
622,0.0697976772380952,0.06855135461904759,-0.11676255895238098,-0.20422013695238098,3,3,3,3,L5E
591,0.5098760902162163,-0.26357871470270267,-0.23255166978378383,-0.0861962115135135,3,3,3,3,L5G
627,-0.2716482748387097,-0.7663365409999999,-0.3464958998064516,0.11971774093548385,2,2,2,4,L5H
594,-0.2036163934489796,-0.31577472814285706,-0.17572084695918364,0.09786520459183673,3,3,3,4,L5J
698,-0.26928870781481473,0.02097926885185189,-0.08981615737037035,0.7043336672962963,3,3,3,4,L5K
658,-0.42150617149999997,-0.43782548930000004,-0.09343828667142859,0.6155875828571427,2,2,3,4,L5L
